                14cen.lli.out                                       2006/11/28

 EXTRA OUTPUT FILE.  REQUIRED AS INPUT FILE FOR CASC




  Saga (N) 6407/2-3                       

 WELL #  1 WITH  47 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

 27  26.00000  11.64492   0.38094
 28  27.00000  11.94364   0.38525
 29  28.00000  12.23417   0.38786
 30  29.00000  12.51649   0.38878
 31  30.00000  12.79062   0.38802
 32  31.00000  13.05655   0.38560
 33  32.00000  13.31428   0.38156
 34  33.00000  13.56381   0.37595
 35  34.00000  13.80515   0.36882
 36  35.00000  14.03829   0.36025
 37  36.00000  14.26323   0.35037
 38  37.00000  14.47997   0.33929
 39  38.00000  14.68852   0.32721
 40  39.00000  14.88887   0.31435
 41  40.00000  15.08102   0.30104
 42  41.00000  15.26497   0.28767
 43  42.00000  15.44073   0.27478
 44  43.00000  15.60829   0.26304
 45  44.00000  15.76765   0.25329
 46  45.00000  15.91881   0.24653
 47  46.00000  16.06178   0.24381
 48  47.00000  16.19655   0.24611
 49  48.00000  16.32312   0.25417
 50  49.00000  16.44149   0.26834
 51  50.00000  16.55166   0.28857
 52  51.00000  16.65364   0.31451
 53  52.00000  16.74742   0.34565
 54  53.00000  16.83301   0.38147
 55  54.00000  16.91039   0.42148



  Saga 6406/2-1                           

 WELL # 14 WITH  29 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   1.38954   0.56662
  2   1.00000   1.78954   0.51818
  3   2.00000   2.19152   0.47209
  4   3.00000   2.59545   0.42846
  5   4.00000   3.00136   0.38743
  6   5.00000   3.40923   0.34916
  7   6.00000   3.81907   0.31385
  8   7.00000   4.23087   0.28178
  9   8.00000   4.64464   0.25328
 10   9.00000   5.06037   0.22871
 11  10.00000   5.47807   0.20850
 12  11.00000   5.89773   0.19299
 13  12.00000   6.31937   0.18238
 14  13.00000   6.74296   0.17656
 15  14.00000   7.16853   0.17509
 16  15.00000   7.59605   0.17723
 17  16.00000   8.02555   0.18207
 18  17.00000   8.45701   0.18873
 19  18.00000   8.89044   0.19643
 20  19.00000   9.32583   0.20452
 21  20.00000   9.76319   0.21250
 22  21.00000  10.20251   0.22001
 23  22.00000  10.64380   0.22675
 24  23.00000  11.08706   0.23253
 25  24.00000  11.53228   0.23720
 26  25.00000  11.97946   0.24065
 27  26.00000  12.42862   0.24280
 28  27.00000  12.87974   0.24362
 29  28.00000  13.33282   0.24309
 30  29.00000  13.78787   0.24120
 31  30.00000  14.24489   0.23798
 32  31.00000  14.70387   0.23349
 33  32.00000  15.16482   0.22781
 34  33.00000  15.62773   0.22106
 35  34.00000  16.09261   0.21341
 36  35.00000  16.55946   0.20509
 37  36.00000  17.02827   0.19642
 38  37.00000  17.49905   0.18786
 39  38.00000  17.97179   0.17997
 40  39.00000  18.44650   0.17350
 41  40.00000  18.92318   0.16935
 42  41.00000  19.40182   0.16849
 43  42.00000  19.88243   0.17184
 44  43.00000  20.36500   0.18002
 45  44.00000  20.84954   0.19329
 46  45.00000  21.33604   0.21154
 47  46.00000  21.82451   0.23443
 48  47.00000  22.31495   0.26149
 49  48.00000  22.80735   0.29231
 50  49.00000  23.30172   0.32649
 51  50.00000  23.79805   0.36373
 52  51.00000  24.29635   0.40380
 53  52.00000  24.79662   0.44651
 54  53.00000  25.29885   0.49171
 55  54.00000  25.80305   0.53929


                                                       N      SD     LOWEST  AVERAGE HIGHEST

   1   77  Elphidium spp.                              9   0.87239    4.583   0.000  -2.550   1.682
   2  228  Cassidulina teretis                        12   0.73582    4.198   1.000  -0.167   1.682
   3    1  Neogloboquadrina pachyderma                10   0.98542    6.498   2.000   0.174   1.682
   4   31  Cibicidoides scaldisensis                   7   0.82068    4.110   3.000   0.131   1.682
   5  316  Trifarina fluens                            7   1.47732    9.420   4.000   0.199   1.682
   6  171  Buccella frigida                            6   1.75246    7.008   5.000  -1.578   1.682
   7  270  Cibicidoides grossa                         9   0.64936    6.116   6.000   0.978   1.682
   8    4  Globorotalia inflata                        8   0.70232    7.277   7.000   3.951   1.682
   9   23  Sigmoilopsis schlumbergeri                 12   1.24248    9.357   8.000   1.173   1.682
  10  269  Neogloboquadrina atlantica                 11   0.73831   11.269   9.000   2.852   1.682
  11   91  Diatoms/radiolarians LCO                    8   1.46342   15.705  10.000   9.224   1.682
  12   15  Globigerina praebulloides                  11   1.52416   18.960  11.000  10.099   1.682
  13  363  Hystrichosphaeropsis obscura                6   1.75483   16.785  12.000   8.139   1.682
  14  362  Cannosphaeropsis utinensis                  7   1.34443   18.431  13.000  10.466   1.682
  15  219  Martinotiella cylindrica                    8   1.42214   16.028  14.000   6.619   1.682
  16  236  G. ex.gr. praescitula zealandica            7   0.89652   17.220  15.000  10.558   1.682
  17   17  Asterigerina gurichi                        7   1.78915   24.466  16.000  11.751   1.682
  18   24  Turrilina alsatica                          8   2.23109   28.337  17.000  13.509   1.682
  19    3  Deflandrea phosphoritica                    7   0.98642   22.233  18.000  16.863   1.682
  20    7  Areoligera semicirculata                    9   2.19178   26.783  19.000  13.480   1.682
  21   41  Wetzelliella symmetrica                     7   2.08717   28.335  20.000  19.049   1.682
  22   25  Coarse agglutinated spp.                   11   1.74888   27.808  21.000  13.761   1.682
  23   97  Cyclammina placenta                        10   2.98064   29.250  22.000  12.054   1.682
  24  182  Spirosigmoilinella compressa                9   1.49072   27.455  23.000  17.604   1.682
  25  289  Adercotryma agterbergi                      8   0.85066   26.071  24.000  20.944   1.682
  26  198  Glomospirella biedae                        6   2.52002   30.655  25.000  19.603   1.682
  27  324  Aschemonella grandis                        6   1.90064   30.226  26.000  20.215   1.682
  28  261  Haplophragmoides walteri                   11   3.11212   38.541  27.000  20.190   1.682
  29  321  Dorothia seigliei                           9   2.82923   36.683  28.000  20.391   1.682
  30   29  Reticulophragmium amplectens               11   2.00181   41.028  29.000  24.444   1.682
  31   32  Ammosphaeroidina pseudopauciloculata        8   1.48714   34.432  30.000  25.758   1.682
  32   12  Areosphaeridium diktyoplokus                8   1.52441   34.262  31.000  25.907   1.682
  33  229  Recurvoides ex.gr. walteri                  6   2.09012   36.055  32.000  23.567   1.682
  34  263  Ammomarginulina aubertae                    7   2.97220   44.973  33.000  30.635   1.682
  35   72  Rottnestia borussica                        6   1.74865   35.712  34.000  26.530   1.682
  36   68  Spiroplectammina spectabilis LO            11   2.12382   40.196  35.000  28.688   1.682
  37   92  Diphyes ficusoides                          6   1.32219   37.538  36.000  30.227   1.682
  38  260  Haplophragmoides kirki                      9   2.29158   40.655  37.000  27.885   1.682
  39  175  Reticulophragmium intermedia                6   1.72900   41.619  38.000  34.593   1.682
  40   99  Eatonicysta ursulae                         9   1.51421   43.079  39.000  35.835   1.682
  41   54  Spiroplectammina navarroana                11   2.21781   47.688  40.000  33.958   1.682
  42  279  Recurvoidella lamella                       7   1.48161   41.862  41.000  35.681   1.682
  43   50  Subbotina patagonica                       11   0.77731   44.495  42.000  39.744   1.682
  44  108  Deflandrea oebisfeldensis                   9   1.09808   44.598  43.000  30.157   1.682
  45   22  Coscinodiscus spp.                          9   0.81115   45.622  44.000  34.369   1.682
  46   28  Apectodinium augustum                       9   0.72428   47.376  45.000  43.542   1.682
  47  105  Rzehakina minima                            6   2.25091   54.572  46.000  46.541   1.682
  48   76  Reticulophragmium paupera                  11   0.65961   56.120  47.000  46.459   1.682
  49  283  Reticulophragmium garcilassoi               6   1.37123   53.995  48.000  47.501   1.682
  50   57  Spiroplectammina spectabilis LCO           11   1.32674   52.409  49.000  39.083   1.682
  51  114  Alisocysta margarita                        6   1.07019   53.975  50.000  45.282   1.682
  52  310  Saccammina placenta                         8   1.12693   52.568  51.000  44.373   1.682
  53  129  Trochammina ruthven murrayi                 7   0.92065   55.718  52.000  46.511   1.682
  54  134  Hormosina excelsa                           6   2.01286   51.573  53.000  47.704   1.682
  55  118  Palaeoperidinium pyrophorum                 6   1.26505   62.653  54.000  51.271   1.682
        1 1



  Saga (N) 6407/2-3                       

 WELL #  1 WITH  47 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   0.08669   0.39824
  2   0.02359   0.14694   0.39519
  3   0.26922   0.77369   0.36430
  4   0.34510   0.96704   0.35508
  5   0.95383   2.51423   0.28677
  6   1.01133   2.65999   0.28086
  7   1.04450   2.74406   0.27749
  8   1.74861   4.52331   0.21403
  9   1.85315   4.78665   0.20598
 10   2.47957   6.36014   0.16596
 11   3.53145   8.98497   0.13198
 12   3.56467   9.06750   0.13154
 13   3.76714   9.57012   0.12951
 14   3.80178   9.65602   0.12927
 15   4.01244  10.17797   0.12840
 16   4.31576  10.92795   0.12856
 17   4.56372  11.53973   0.12953
 18   4.86088  12.27128   0.13119
 19   5.39157  13.57344   0.13422
 20   5.40775  13.61304   0.13430
 21   5.42230  13.64866   0.13437
 22   5.47010  13.76564   0.13458
 23   5.53347  13.92068   0.13485
 24   5.76373  14.48331   0.13558
 25   6.13802  15.39564   0.13588
 26   6.16464  15.46042   0.13585
 27   6.30931  15.81223   0.13560
 28   6.64943  16.63774   0.13425
 29   6.71848  16.80507   0.13385
 30   6.84883  17.12066   0.13299
 31   6.90895  17.26610   0.13254
 32   6.92450  17.30371   0.13242
 33   7.02879  17.55581   0.13158
 34   7.26164  18.11794   0.12942
 35   7.59501  18.92084   0.12591
 36   7.68220  19.13047   0.12496
 37   7.69663  19.16517   0.12480
 38   7.93218  19.73068   0.12227
 39   8.30139  20.61492   0.11900
 40   8.43649  20.93783   0.11820
 41   8.59663  21.32010   0.11768
 42   8.65262  21.45362   0.11762
 43   9.06025  22.42395   0.11979
 44   9.56153  23.61273   0.13043
 45  10.14195  24.98303   0.15578
 46  10.62233  26.11215   0.18712
 47  11.45584  28.06050   0.26074
 48  11.55289  28.28649   0.27072
 49  11.61550  28.43215   0.27730
 50  11.74333  28.72935   0.29109
 51  11.84219  28.95899   0.30206
 52  11.95775  29.22716   0.31524
 53  12.31980  30.06564   0.35881
 54  12.43658  30.33555   0.37360
 55  12.95864  31.53887   0.44389



  Statoil (N) 6407/4-1                    

 WELL #  2 WITH  47 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000  -1.35516   0.44365
  2   0.02359  -1.28571   0.44041
  3   0.26922  -0.56389   0.40748
  4   0.34510  -0.34141   0.39761
  5   0.95383   1.43514   0.32393
  6   1.01133   1.60217   0.31749
  7   1.04450   1.69849   0.31381
  8   1.74861   3.73231   0.24317
  9   1.85315   4.03259   0.23395
 10   2.47957   5.82272   0.18613
 11   3.53145   8.79333   0.13715
 12   3.56467   8.88641   0.13626
 13   3.76714   9.45286   0.13160
 14   3.80178   9.54960   0.13094
 15   4.01244  10.13692   0.12765
 16   4.31576  10.97943   0.12493
 17   4.56372  11.66547   0.12409
 18   4.86088  12.48435   0.12421
 19   5.39157  13.93800   0.12586
 20   5.40775  13.98213   0.12591
 21   5.42230  14.02182   0.12597
 22   5.47010  14.15213   0.12613
 23   5.53347  14.32477   0.12635
 24   5.76373  14.95068   0.12704
 25   6.13802  15.96354   0.12761
 26   6.16464  16.03537   0.12762
 27   6.30931  16.42519   0.12757
 28   6.64943  17.33841   0.12684
 29   6.71848  17.52325   0.12659
 30   6.84883  17.87164   0.12601
 31   6.90895  18.03208   0.12571
 32   6.92450  18.07357   0.12562
 33   7.02879  18.35150   0.12502
 34   7.26164  18.97050   0.12345
 35   7.59501  19.85291   0.12080
 36   7.68220  20.08295   0.12008
 37   7.69663  20.12102   0.11995
 38   7.93218  20.74084   0.11803
 39   8.30139  21.70794   0.11563
 40   8.43649  22.06048   0.11512
 41   8.59663  22.47739   0.11490
 42   8.65262  22.62289   0.11494
 43   9.06025  23.67855   0.11758
 44   9.56153  24.96761   0.12823
 45  10.14195  26.44763   0.15283
 46  10.62233  27.66236   0.18317
 47  11.45584  29.74806   0.25474
 48  11.55289  29.98913   0.26447
 49  11.61550  30.14442   0.27090
 50  11.74333  30.46101   0.28436
 51  11.84219  30.70543   0.29509
 52  11.95775  30.99061   0.30798
 53  12.31980  31.88063   0.35067
 54  12.43658  32.16659   0.36517
 55  12.95864  33.43828   0.43425



  Elf Aquitaine (N) 6406/8-1              

 WELL #  3 WITH  41 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000  -1.30025   0.46335
  2   0.02359  -1.24953   0.45987
  3   0.26922  -0.72068   0.42455
  4   0.34510  -0.55705   0.41397
  5   0.95383   0.76035   0.33484
  6   1.01133   0.88521   0.32791
  7   1.04450   0.95728   0.32396
  8   1.74861   2.49279   0.24797
  9   1.85315   2.72171   0.23804
 10   2.47957   4.09853   0.18663
 11   3.53145   6.43009   0.13525
 12   3.56467   6.50412   0.13437
 13   3.76714   6.95589   0.12994
 14   3.80178   7.03326   0.12934
 15   4.01244   7.50443   0.12652
 16   4.31576   8.18456   0.12476
 17   4.56372   8.74210   0.12485
 18   4.86088   9.41204   0.12618
 19   5.39157  10.61339   0.12997
 20   5.40775  10.65009   0.13009
 21   5.42230  10.68313   0.13020
 22   5.47010  10.79167   0.13055
 23   5.53347  10.93566   0.13101
 24   5.76373  11.45959   0.13255
 25   6.13802  12.31372   0.13441
 26   6.16464  12.37459   0.13451
 27   6.30931  12.70564   0.13493
 28   6.64943  13.48582   0.13527
 29   6.71848  13.64453   0.13523
 30   6.84883  13.94440   0.13506
 31   6.90895  14.08283   0.13494
 32   6.92450  14.11865   0.13491
 33   7.02879  14.35902   0.13464
 34   7.26164  14.89659   0.13383
 35   7.59501  15.66830   0.13235
 36   7.68220  15.87054   0.13195
 37   7.69663  15.90404   0.13188
 38   7.93218  16.45132   0.13092
 39   8.30139  17.31166   0.13022
 40   8.43649  17.62724   0.13039
 41   8.59663  18.00183   0.13103
 42   8.65262  18.13292   0.13138
 43   9.06025  19.08948   0.13640
 44   9.56153  20.27087   0.15005
 45  10.14195  21.64576   0.17804
 46  10.62233  22.78935   0.21123
 47  11.45584  24.78574   0.28839
 48  11.55289  25.01922   0.29885
 49  11.61550  25.16992   0.30576
 50  11.74333  25.47791   0.32023
 51  11.84219  25.71638   0.33176
 52  11.95775  25.99537   0.34560
 53  12.31980  26.87140   0.39146
 54  12.43658  27.15458   0.40704
 55  12.95864  28.42425   0.48128



  Hydro (N) 34/8-1                        

 WELL #  4 WITH  47 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   0.33707   0.36338
  2   0.02359   0.38217   0.36064
  3   0.26922   0.85566   0.33296
  4   0.34510   1.00336   0.32472
  5   0.95383   2.21299   0.26419
  6   1.01133   2.32951   0.25901
  7   1.04450   2.39691   0.25606
  8   1.74861   3.85828   0.20148
  9   1.85315   4.08025   0.19474
 10   2.47957   5.43743   0.16239
 11   3.53145   7.82079   0.13840
 12   3.56467   7.89818   0.13817
 13   3.76714   8.37276   0.13727
 14   3.80178   8.45443   0.13719
 15   4.01244   8.95421   0.13716
 16   4.31576   9.68303   0.13811
 17   4.56372  10.28693   0.13942
 18   4.86088  11.02022   0.14123
 19   5.39157  12.35579   0.14407
 20   5.40775  12.39701   0.14414
 21   5.42230  12.43413   0.14420
 22   5.47010  12.55622   0.14438
 23   5.53347  12.71853   0.14460
 24   5.76373  13.31225   0.14514
 25   6.13802  14.29070   0.14507
 26   6.16464  14.36092   0.14501
 27   6.30931  14.74399   0.14460
 28   6.64943  15.65439   0.14285
 29   6.71848  15.84090   0.14235
 30   6.84883  16.19449   0.14130
 31   6.90895  16.35824   0.14076
 32   6.92450  16.40067   0.14062
 33   7.02879  16.68596   0.13959
 34   7.26164  17.32757   0.13697
 35   7.59501  18.25731   0.13256
 36   7.68220  18.50264   0.13130
 37   7.69663  18.54334   0.13109
 38   7.93218  19.21101   0.12757
 39   8.30139  20.27077   0.12209
 40   8.43649  20.66261   0.12024
 41   8.59663  21.12984   0.11827
 42   8.65262  21.29390   0.11766
 43   9.06025  22.49960   0.11490
 44   9.56153  24.00924   0.11781
 45  10.14195  25.79436   0.13343
 46  10.62233  27.30195   0.15724
 47  11.45584  29.98249   0.21914
 48  11.55289  30.29997   0.22781
 49  11.61550  30.50534   0.23356
 50  11.74333  30.92612   0.24564
 51  11.84219  31.25289   0.25530
 52  11.95775  31.63629   0.26693
 53  12.31980  32.84773   0.30564
 54  12.43658  33.24179   0.31884
 55  12.95864  35.02313   0.38187



  Esso (N) 16/1-1                         

 WELL #  5 WITH  35 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   0.02931   0.44751
  2   0.02359   0.06213   0.44386
  3   0.26922   0.40775   0.40698
  4   0.34510   0.51593   0.39601
  5   0.95383   1.40821   0.31558
  6   1.01133   1.49473   0.30871
  7   1.04450   1.54482   0.30480
  8   1.74861   2.63836   0.23268
  9   1.85315   2.80566   0.22383
 10   2.47957   3.83489   0.18179
 11   3.53145   5.66629   0.15254
 12   3.56467   5.72622   0.15230
 13   3.76714   6.09436   0.15149
 14   3.80178   6.15782   0.15144
 15   4.01244   6.54678   0.15165
 16   4.31576   7.11593   0.15294
 17   4.56372   7.58920   0.15441
 18   4.86088   8.16582   0.15615
 19   5.39157   9.22128   0.15797
 20   5.40775   9.25396   0.15798
 21   5.42230   9.28339   0.15799
 22   5.47010   9.38024   0.15801
 23   5.53347   9.50907   0.15800
 24   5.76373   9.98107   0.15758
 25   6.13802  10.76152   0.15556
 26   6.16464  10.81765   0.15535
 27   6.30931  11.12413   0.15408
 28   6.64943  11.85435   0.15026
 29   6.71848  12.00425   0.14936
 30   6.84883  12.28873   0.14758
 31   6.90895  12.42060   0.14672
 32   6.92450  12.45478   0.14650
 33   7.02879  12.68474   0.14498
 34   7.26164  13.20277   0.14154
 35   7.59501  13.95543   0.13704
 36   7.68220  14.15443   0.13606
 37   7.69663  14.18746   0.13591
 38   7.93218  14.72989   0.13404
 39   8.30139  15.59318   0.13430
 40   8.43649  15.91306   0.13571
 41   8.59663  16.29499   0.13849
 42   8.65262  16.42921   0.13976
 43   9.06025  17.41755   0.15420
 44   9.56153  18.65957   0.18472
 45  10.14195  20.13437   0.23632
 46  10.62233  21.38474   0.29043
 47  11.45584  23.61821   0.40521
 48  11.55289  23.88356   0.42015
 49  11.61550  24.05530   0.42996
 50  11.74333  24.40740   0.45039
 51  11.84219  24.68103   0.46655
 52  11.95775  25.00230   0.48585
 53  12.31980  26.01896   0.54905
 54  12.43658  26.35016   0.57031
 55  12.95864  27.85022   0.67051



  Saga (N) 34/4-5                         

 WELL #  6 WITH  37 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000  -0.19833   0.35644
  2   0.02359  -0.12820   0.35342
  3   0.26922   0.59757   0.32295
  4   0.34510   0.82009   0.31390
  5   0.95383   2.57685   0.24775
  6   1.01133   2.74016   0.24213
  7   1.04450   2.83419   0.23894
  8   1.74861   4.79429   0.18119
  9   1.85315   5.07953   0.17437
 10   2.47957   6.75747   0.14431
 11   3.53145   9.45440   0.13375
 12   3.56467   9.53711   0.13403
 13   3.76714  10.03795   0.13620
 14   3.80178  10.12307   0.13664
 15   4.01244  10.63723   0.13967
 16   4.31576  11.36686   0.14465
 17   4.56372  11.95402   0.14889
 18   4.86088  12.64658   0.15375
 19   5.39157  13.85340   0.16097
 20   5.40775  13.88958   0.16115
 21   5.42230  13.92209   0.16131
 22   5.47010  14.02870   0.16181
 23   5.53347  14.16956   0.16245
 24   5.76373  14.67675   0.16440
 25   6.13802  15.48571   0.16631
 26   6.16464  15.54252   0.16638
 27   6.30931  15.84953   0.16664
 28   6.64943  16.56008   0.16636
 29   6.71848  16.70241   0.16616
 30   6.84883  16.96930   0.16565
 31   6.90895  17.09160   0.16536
 32   6.92450  17.12316   0.16528
 33   7.02879  17.33394   0.16470
 34   7.26164  17.79921   0.16310
 35   7.59501  18.45241   0.16032
 36   7.68220  18.62074   0.15954
 37   7.69663  18.64851   0.15941
 38   7.93218  19.09760   0.15732
 39   8.30139  19.78629   0.15455
 40   8.43649  20.03365   0.15387
 41   8.59663  20.32361   0.15340
 42   8.65262  20.42415   0.15334
 43   9.06025  21.14329   0.15508
 44   9.56153  21.99651   0.16414
 45  10.14195  22.94153   0.18685
 46  10.62233  23.68885   0.21626
 47  11.45584  24.91067   0.28844
 48  11.55289  25.04677   0.29842
 49  11.61550  25.13387   0.30503
 50  11.74333  25.31007   0.31891
 51  11.84219  25.44481   0.33000
 52  11.95775  25.60061   0.34334
 53  12.31980  26.07691   0.38772
 54  12.43658  26.22672   0.40285
 55  12.95864  26.87365   0.47510



  Hydro (N) 6407/7-1                      

 WELL #  7 WITH  30 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000 -16.62058   2.68207
  2   0.02359 -16.52359   2.66706
  3   0.26922 -15.51934   2.51314
  4   0.34510 -15.21124   2.46648
  5   0.95383 -12.77524   2.10715
  6   1.01133 -12.54845   2.07460
  7   1.04450 -12.41786   2.05592
  8   1.74861  -9.69079   1.67833
  9   1.85315  -9.29317   1.62534
 10   2.47957  -6.95002   1.32440
 11   3.53145  -3.16743   0.88367
 12   3.56467  -3.05109   0.87108
 13   3.76714  -2.34602   0.79616
 14   3.80178  -2.22611   0.78365
 15   4.01244  -1.50128   0.70953
 16   4.31576  -0.47108   0.60879
 17   4.56372   0.35936   0.53178
 18   4.86088   1.34059   0.44606
 19   5.39157   3.05516   0.31217
 20   5.40775   3.10664   0.30851
 21   5.42230   3.15293   0.30524
 22   5.47010   3.30472   0.29466
 23   5.53347   3.50538   0.28100
 24   5.76373   4.22859   0.23526
 25   6.13802   5.38467   0.17624
 26   6.16464   5.46598   0.17290
 27   6.30931   5.90569   0.15707
 28   6.64943   6.92529   0.13669
 29   6.71848   7.12987   0.13546
 30   6.84883   7.51379   0.13554
 31   6.90895   7.68986   0.13652
 32   6.92450   7.73531   0.13686
 33   7.02879   8.03901   0.13992
 34   7.26164   8.71035   0.15048
 35   7.59501   9.65521   0.16964
 36   7.68220   9.89918   0.17476
 37   7.69663   9.93944   0.17559
 38   7.93218  10.59139   0.18865
 39   8.30139  11.59407   0.20547
 40   8.43649  11.95512   0.21023
 41   8.59663  12.37900   0.21480
 42   8.65262  12.52615   0.21612
 43   9.06025  13.58124   0.22141
 44   9.56153  14.83951   0.21844
 45  10.14195  16.24237   0.20711
 46  10.62233  17.35956   0.20074
 47  11.45584  19.20367   0.23632
 48  11.55289  19.41064   0.24636
 49  11.61550  19.54327   0.25353
 50  11.74333  19.81199   0.26985
 51  11.84219  20.01790   0.28399
 52  11.95775  20.25644   0.30213
 53  12.31980  20.98890   0.36948
 54  12.43658  21.22034   0.39437
 55  12.95864  22.22627   0.52255



  6407/7A-1                               

 WELL #  8 WITH  10 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   1.51992   0.51949
  2   0.02359   1.56687   0.49330
  3   0.26922   2.04490   0.28341
  4   0.34510   2.18856   0.24884
  5   0.95383   3.27279   0.34368
  6   1.01133   3.36892   0.35407
  7   1.04450   3.42389   0.35907
  8   1.74861   4.50551   0.34853
  9   1.85315   4.65224   0.35983
 10   2.47957   5.45640   0.84922
 11   3.53145   6.51728   2.91405
 12   3.56467   6.54487   3.00004
 13   3.76714   6.70523   3.55076
 14   3.80178   6.73131   3.64952
 15   4.01244   6.88149   4.27873
 16   4.31576   7.07216   5.27045
 17   4.56372   7.20563   6.15616
 18   4.86088   7.33901   7.30619
 19   5.39157   7.50519   9.59988
 20   5.40775   7.50880   9.67460
 21   5.42230   7.51198   9.74208
 22   5.47010   7.52193   9.96534
 23   5.53347   7.53397  10.26521
 24   5.76373   7.56663  11.39156
 25   6.13802   7.58262  13.34565
 26   6.16464   7.58200  13.49044
 27   6.30931   7.57461  14.29078
 28   6.64943   7.53019  16.26221
 29   6.71848   7.51654  16.67785
 30   6.84883   7.48651  17.47653
 31   6.90895   7.47079  17.85110
 32   6.92450   7.46653  17.94866
 33   7.02879   7.43590  18.60957
 34   7.26164   7.35465  20.12797
 35   7.59501   7.20738  22.40446
 36   7.68220   7.16285  23.01979
 37   7.69663   7.15523  23.12247
 38   7.93218   7.02136  24.82986
 39   8.30139   6.77490  27.62760
 40   8.43649   6.67354  28.68844
 41   8.59663   6.54565  29.97157
 42   8.65262   6.49895  30.42672
 43   9.06025   6.12798  33.84346
 44   9.56153   5.59708  38.29290
 45  10.14195   4.87941  43.78621
 46  10.62233   4.20188  48.60975
 47  11.45584   2.84677  57.57431
 48  11.55289   2.67416  58.66730
 49  11.61550   2.56119  59.37772
 50  11.74333   2.32652  60.84155
 51  11.84219   2.14135  61.98591
 52  11.95775   1.92085  63.33694
 53  12.31980   1.20167  67.66373
 54  12.43658   0.96053  69.08976
 55  12.95864  -0.17216  75.64597



  BP (UK) 15/20-2                         

 WELL #  9 WITH  24 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   0.76713   0.57611
  2   0.02359   0.78949   0.57170
  3   0.26922   1.02511   0.52710
  4   0.34510   1.09889   0.51378
  5   0.95383   1.70801   0.41526
  6   1.01133   1.76712   0.40675
  7   1.04450   1.80134   0.40190
  8   1.74861   2.54921   0.31054
  9   1.85315   2.66372   0.29896
 10   2.47957   3.36878   0.24139
 11   3.53145   4.62539   0.19188
 12   3.56467   4.66655   0.19120
 13   3.76714   4.91944   0.18800
 14   3.80178   4.96304   0.18760
 15   4.01244   5.23034   0.18599
 16   4.31576   5.62162   0.18564
 17   4.56372   5.94713   0.18650
 18   4.86088   6.34388   0.18820
 19   5.39157   7.07053   0.19122
 20   5.40775   7.09304   0.19129
 21   5.42230   7.11331   0.19135
 22   5.47010   7.18001   0.19153
 23   5.53347   7.26875   0.19174
 24   5.76373   7.59394   0.19217
 25   6.13802   8.13184   0.19151
 26   6.16464   8.17054   0.19140
 27   6.30931   8.38185   0.19060
 28   6.64943   8.88545   0.18762
 29   6.71848   8.98886   0.18682
 30   6.84883   9.18513   0.18517
 31   6.90895   9.27611   0.18434
 32   6.92450   9.29970   0.18412
 33   7.02879   9.45839   0.18257
 34   7.26164   9.81593   0.17875
 35   7.59501  10.33558   0.17270
 36   7.68220  10.47299   0.17108
 37   7.69663  10.49581   0.17081
 38   7.93218  10.87046   0.16660
 39   8.30139  11.46691   0.16127
 40   8.43649  11.68797   0.16005
 41   8.59663  11.95195   0.15932
 42   8.65262  12.04473   0.15929
 43   9.06025  12.72807   0.16336
 44   9.56153  13.58716   0.18137
 45  10.14195  14.60773   0.22223
 46  10.62233  15.47338   0.27117
 47  11.45584  17.02044   0.38327
 48  11.55289  17.20431   0.39831
 49  11.61550  17.32332   0.40821
 50  11.74333  17.56732   0.42892
 51  11.84219  17.75696   0.44538
 52  11.95775  17.97964   0.46510
 53  12.31980  18.68441   0.53017
 54  12.43658  18.91405   0.55219
 55  12.95864  19.95432   0.65664



  Saga (N) 2/2-4                          

 WELL # 10 WITH  40 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   0.85171   0.41160
  2   0.02359   0.91045   0.40837
  3   0.26922   1.52440   0.37570
  4   0.34510   1.71487   0.36596
  5   0.95383   3.25711   0.29418
  6   1.01133   3.40408   0.28800
  7   1.04450   3.48897   0.28448
  8   1.74861   5.30849   0.21847
  9   1.85315   5.58151   0.21015
 10   2.47957   7.23297   0.16881
 11   3.53145  10.06590   0.13248
 12   3.56467  10.15658   0.13194
 13   3.76714  10.71095   0.12922
 14   3.80178  10.80606   0.12885
 15   4.01244  11.38628   0.12714
 16   4.31576  12.22698   0.12594
 17   4.56372  12.91891   0.12567
